Area,Instituicao,Modalidade,Inicio Doutorado,Inicio Mestrado,Docentes,Dissertacoes,Teses,Di/Te,TotalPeriodicos,Total Qualificados,A1,A2,B1,B2,B3,B4,B5,C,NC,Conferencias,Livros,Capitulos,Coletaneas,Prod.Artistica,Outros,Conceito
Engenharias_III,UFAM,Acad,,2009.0,4,0,0,,10,5,1,1,0,1,1,0,1,0,5,8,0,0,0,0,0,Tres
Engenharias_III,UFC,Acad,,2007.0,8,5,0,,19,18,5,3,10,0,0,0,0,0,1,20,0,0,0,0,0,Tres
Engenharias_III,UFC,Acad,,2006.0,10,28,0,,15,12,0,0,0,0,1,6,5,2,1,106,0,2,1,0,0,Tres
Engenharias_III,UFES,Acad,,1996.0,9,31,0,,17,16,6,0,6,2,0,0,2,0,1,50,0,1,0,0,0,Tres
Engenharias_III,UFPA,Acad,,1994.0,14,40,0,,18,14,3,1,2,3,2,1,2,4,0,100,2,13,0,0,0,Tres
Engenharias_III,UFPR,Prof,,2007.0,13,0,0,,29,22,5,2,7,0,5,2,1,0,7,7,0,6,0,0,0,Tres
Engenharias_III,UFRN,Acad,2006.0,2006.0,14,47,0,,18,16,1,1,0,0,2,9,3,0,2,118,0,1,0,0,0,Tres
Engenharias_III,UFRN,Acad,,1999.0,11,100,0,,29,21,0,2,3,3,4,3,6,0,8,225,2,13,1,0,0,Tres
Engenharias_III,UFSC,Acad,,1997.0,5,25,0,,13,11,2,1,4,0,0,1,3,1,1,56,1,2,0,0,0,Tres
Engenharias_III,UFSJ,Acad,,2009.0,8,0,0,,5,4,2,0,0,1,0,1,0,0,1,31,0,0,0,0,0,Tres
Engenharias_III,UFSM,Acad,,1974.0,19,109,0,,57,45,0,1,2,4,4,5,29,4,8,287,0,9,0,0,3,Tres
Engenharias_III,UNESP/BAU,Acad,,2006.0,17,40,0,,52,39,0,0,6,8,3,3,19,4,9,306,3,19,0,0,1,Tres
Engenharias_III,UNIARA,Prof,,2009.0,9,0,0,,5,4,0,0,0,0,0,1,3,0,1,20,0,0,0,0,0,Tres
Engenharias_III,UNIFEI,Acad,,1999.0,10,60,0,,38,34,4,3,5,0,3,5,14,1,3,105,1,32,3,0,5,Tres
Engenharias_III,UNILESTE,Acad,,2005.0,8,15,0,,16,15,3,2,6,1,1,0,2,0,1,29,0,3,0,0,0,Tres
Engenharias_III,UNIMEP,Acad,2003.0,1994.0,10,34,20,1.7,43,36,1,2,0,9,1,3,20,5,2,123,2,11,0,0,2,Tres
Engenharias_III,UNINOVE,Acad,,2009.0,11,0,0,,27,14,0,2,1,3,2,0,6,1,12,60,0,1,0,0,0,Tres
Engenharias_III,UNISC,Acad,,2005.0,8,27,0,,24,20,2,1,2,1,2,8,4,1,3,108,0,2,0,0,0,Tres
Engenharias_III,UNITAU,Prof,,1997.0,22,73,0,,42,31,1,2,1,4,3,4,16,6,5,232,2,6,0,2,0,Tres
Engenharias_IV,UFRJ,Acad,1973.0,1966.0,44,141,68,2.073529412,125,116,48,25,20,10,6,1,6,1,8,319,6,27,1,0,0,Sete
Engenharias_IV,UNICAMP,Acad,1972.0,1972.0,79,251,106,2.367924528,319,295,93,53,70,17,16,11,35,2,22,889,3,46,0,0,1,Sete
Engenharias_IV,UFCG,Acad,1979.0,1970.0,14,58,37,1.567567568,50,46,18,15,9,3,0,1,0,2,2,388,3,34,0,0,0,Seis
Engenharias_IV,UFMG,Acad,1995.0,1972.0,33,123,41,3.0,156,146,48,48,34,7,2,1,6,1,9,312,0,12,0,0,0,Seis
Engenharias_IV,UFSC,Acad,1987.0,1971.0,50,137,68,2.014705882,157,141,63,18,37,3,5,1,14,0,16,650,5,24,0,0,0,Seis
Engenharias_IV,USP/SC,Acad,1997.0,1975.0,26,104,48,2.166666667,120,110,31,33,30,1,3,5,7,1,9,449,1,7,0,0,0,Seis
Engenharias_IV,UFRGS,Acad,2004.0,1998.0,15,32,5,6.4,51,45,23,8,10,1,0,0,3,0,6,150,1,17,0,0,1,Cinco
Engenharias_IV,UFSC,Acad,2007.0,2007.0,17,19,2,9.5,65,52,21,8,7,1,2,2,11,1,12,307,1,22,0,0,0,Cinco
Engenharias_IV,UFSM,Acad,1999.0,1974.0,15,36,16,2.25,62,61,29,11,16,0,3,0,2,0,1,239,0,9,0,0,0,Cinco
Engenharias_IV,UNESP/IS,Acad,1999.0,1992.0,23,76,30,2.533333333,96,92,19,25,27,1,7,7,6,0,4,345,1,8,0,0,0,Cinco
Engenharias_IV,UNIFEI,Acad,1995.0,1968.0,16,66,22,3.0,51,43,9,19,7,2,0,0,6,0,8,145,0,19,0,1,5,Cinco
Engenharias_IV,USP,Acad,1970.0,1968.0,97,293,147,1.993197279,338,304,76,43,80,18,16,7,64,4,30,785,3,70,4,3,1,Cinco
Engenharias_IV,UTFPR,Acad,1999.0,1988.0,30,81,26,3.115384615,127,106,27,14,28,9,4,4,20,1,20,361,1,19,0,0,0,Cinco
Engenharias_IV,PUC/RS,Acad,,1994.0,11,61,0,,45,43,23,3,7,2,1,3,4,0,2,108,4,4,0,0,0,Quatro
Engenharias_IV,PUCCAMP,Prof,,2005.0,7,35,0,,11,9,2,1,2,0,2,0,2,1,1,55,0,0,0,0,0,Quatro
Engenharias_IV,UDESC,Prof,,2006.0,13,19,0,,40,38,9,5,12,2,1,0,9,0,2,160,1,0,0,1,0,Quatro
Engenharias_IV,UFBA,Acad,2009.0,1994.0,15,28,0,,13,11,2,2,7,0,0,0,0,0,2,105,0,4,2,0,0,Quatro
Engenharias_IV,UFC,Acad,2007.0,1999.0,12,37,0,,25,21,3,2,6,0,3,0,7,0,4,187,0,3,0,0,0,Quatro
Engenharias_IV,UFES,Acad,1997.0,1991.0,17,46,16,2.875,43,35,7,7,10,8,0,0,3,4,4,211,0,9,0,0,0,Quatro
Engenharias_IV,UFJF,Acad,2008.0,1998.0,16,24,0,,58,56,9,20,20,6,0,0,1,0,2,123,0,17,1,0,2,Quatro
Engenharias_IV,UFMA,Acad,2009.0,1995.0,15,68,0,,42,35,10,9,8,0,5,1,2,0,7,172,0,12,0,0,0,Quatro
Engenharias_IV,UFPA,Acad,1998.0,1986.0,18,99,27,3.666666667,61,49,3,12,11,11,9,0,3,7,5,267,0,9,0,0,0,Quatro
Engenharias_IV,UFRGS,Acad,2003.0,2007.0,17,4,11,0.363636364,99,91,26,14,40,6,2,0,3,0,8,142,2,26,0,0,2,Quatro
Engenharias_IV,UFRN,Acad,2000.0,1983.0,17,70,32,2.1875,57,52,6,16,10,3,1,4,12,0,5,332,0,16,0,0,0,Quatro
Engenharias_IV,UFSC,Prof,,2005.0,8,18,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Quatro
Engenharias_IV,UFU,Acad,1994.0,1985.0,14,72,28,2.571428571,48,43,6,6,14,3,0,7,7,0,5,223,0,8,0,0,0,Quatro
Engenharias_IV,UMC,Acad,2005.0,2000.0,14,45,2,22.5,41,28,2,1,12,5,2,1,5,0,13,74,0,12,0,0,1,Quatro
Engenharias_IV,UNB,Prof,,1999.0,9,25,0,,28,25,4,12,4,0,1,2,2,0,3,137,0,11,0,0,5,Quatro
Engenharias_IV,UNICASTELO,Acad,2009.0,2009.0,15,0,0,,33,27,1,8,7,9,0,0,2,0,6,2,0,0,0,0,0,Quatro
Engenharias_IV,UNIVAP,Acad,2002.0,1993.0,28,72,21,3.428571429,177,156,10,17,59,41,9,3,17,0,21,78,0,4,0,0,0,Quatro
Engenharias_IV,UPM,Acad,2009.0,1999.0,15,43,0,,77,68,17,14,16,5,4,2,10,0,9,145,0,13,3,0,1,Quatro
Engenharias_IV,USP/SC,Acad,2009.0,1979.0,20,49,0,,133,108,10,10,32,5,14,14,23,1,24,100,0,10,0,0,0,Quatro
Engenharias_IV,INATEL,Acad,,2001.0,8,18,0,,12,12,1,1,4,1,0,0,5,0,0,34,3,0,0,0,0,Tres
Engenharias_IV,IPT,Prof,,1997.0,16,84,0,,40,38,0,0,1,3,3,0,31,1,1,107,4,8,0,0,0,Tres
Engenharias_IV,UDESC,Acad,,2009.0,6,0,0,,10,8,1,2,4,0,1,0,0,0,2,29,0,0,0,0,0,Tres
Engenharias_IV,UEL,Acad,,2002.0,8,19,0,,28,27,6,5,4,0,3,7,2,0,1,63,0,0,0,0,0,Tres
Engenharias_IV,UERJ,Acad,,2006.0,16,16,0,,42,35,7,5,3,3,6,2,9,0,7,101,2,18,16,0,0,Tres
Engenharias_IV,UFABC,Acad,,2007.0,25,3,0,,69,59,7,6,16,7,4,2,17,0,10,119,2,16,0,0,0,Tres
Engenharias_IV,UFAM,Acad,,2005.0,8,13,0,,16,12,1,0,2,1,3,0,5,0,4,80,1,4,1,0,0,Tres
Engenharias_IV,UFF,Acad,,2001.0,14,37,0,,31,29,10,5,3,0,1,0,10,0,2,94,0,6,0,0,0,Tres
Engenharias_IV,UFG,Acad,,1998.0,8,57,0,,22,21,1,1,5,1,0,4,9,0,1,54,0,0,0,0,0,Tres
Engenharias_IV,UFLA,Acad,,2007.0,8,8,0,,60,51,2,11,14,3,5,1,15,0,9,30,2,11,0,0,0,Tres
Engenharias_IV,UFMS,Acad,,2003.0,13,23,0,,10,10,1,0,5,0,0,0,4,0,0,181,0,1,0,0,0,Tres
Engenharias_IV,UFPR,Acad,,2002.0,13,33,0,,20,18,2,5,4,4,1,0,2,0,2,59,0,0,0,0,0,Tres
Engenharias_IV,UFSJ,Acad,,2009.0,12,0,0,,6,5,0,2,2,0,0,0,1,0,1,45,0,1,0,0,0,Tres
Engenharias_IV,UNB,Acad,2000.0,1979.0,22,0,28,4.0,48,44,15,11,5,1,1,1,10,1,3,235,3,17,0,0,2,Tres
Engenharias_IV,UNESP/BAU,Acad,,2008.0,11,0,0,,57,48,1,6,16,1,7,5,12,0,9,137,0,5,0,0,0,Tres
Engenharias_IV,UNIVAP,Prof,,2000.0,34,44,0,,171,131,13,18,40,29,7,5,19,2,38,131,0,2,0,0,0,Tres
Engenharias_IV,UTFPR,Acad,,2009.0,8,0,0,,8,6,3,2,1,0,0,0,0,0,2,16,0,1,0,0,0,Tres
Geociencias,UFRGS,Acad,1968.0,1968.0,36,59,39,1.512820513,207,197,16,24,56,66,12,10,13,1,9,38,8,50,1,0,3,Sete
Geociencias,USP,Acad,1979.0,1973.0,19,37,15,2.466666667,139,129,28,14,25,13,6,29,14,5,5,186,6,26,0,0,0,Sete
Geociencias,INPE,Acad,1974.0,1968.0,29,37,21,1.761904762,182,168,34,33,30,43,10,10,8,3,11,196,2,39,0,0,0,Seis
Geociencias,UFF,Acad,1991.0,1972.0,15,33,28,1.178571429,100,91,15,15,25,22,8,3,3,0,9,53,0,15,0,0,1,Seis
Geociencias,UFPA,Acad,1992.0,1992.0,22,48,10,4.8,115,107,15,8,38,29,4,6,7,4,4,92,0,59,0,0,6,Seis
Geociencias,UNB,Acad,1988.0,1975.0,27,45,19,2.368421053,122,117,20,8,34,43,4,4,4,0,5,85,7,21,0,0,0,Seis
Geociencias,UNICAMP,Acad,1994.0,1983.0,18,36,15,2.4,124,114,10,12,35,38,5,10,4,3,7,106,1,31,0,0,1,Seis
Geociencias,USP,Acad,1986.0,1986.0,33,19,14,1.357142857,172,169,22,27,49,58,3,8,2,0,3,59,2,34,0,0,1,Seis
Geociencias,UFRJ,Acad,1968.0,1968.0,26,57,32,1.78125,122,116,4,5,20,23,5,44,15,2,4,34,6,43,0,0,1,Cinco
Geociencias,UNESP/PP,Acad,2000.0,1997.0,13,23,12,1.916666667,75,68,1,1,3,48,1,11,3,0,7,165,1,11,0,0,0,Cinco
Geociencias,USP,Acad,1979.0,1975.0,16,23,10,2.3,79,75,14,11,25,23,0,1,1,0,4,5,1,11,0,0,0,Cinco
Geociencias,USP,Acad,1983.0,1972.0,7,0,7,2.0,50,48,10,20,9,8,0,1,0,1,1,28,0,14,0,0,0,Cinco
Geociencias,USP,Acad,1998.0,1998.0,13,0,6,3.0,51,48,0,22,12,9,3,2,0,0,3,45,0,25,0,2,0,Cinco
Geociencias,UFBA,Acad,1972.0,1969.0,12,10,12,0.833333333,27,25,0,1,10,10,2,0,2,0,2,64,0,4,0,0,1,Quatro
Geociencias,UFBA,Acad,1992.0,1976.0,17,28,14,2.0,77,70,13,2,14,20,8,8,5,2,5,50,0,26,0,0,8,Quatro
Geociencias,UFC,Acad,2009.0,1995.0,13,34,0,,63,62,1,2,10,14,0,29,6,1,0,44,4,7,0,0,0,Quatro
Geociencias,UFMG,Acad,2001.0,1988.0,14,19,13,1.461538462,39,37,2,2,7,6,4,14,2,0,2,57,11,12,0,0,1,Quatro
Geociencias,UFOP,Acad,1995.0,1984.0,26,30,13,2.307692308,108,103,1,5,14,67,3,5,8,1,4,69,0,7,0,3,2,Quatro
Geociencias,UFPR,Acad,1983.0,1971.0,14,31,15,2.066666667,60,54,0,0,2,37,3,4,8,0,6,131,1,11,0,0,0,Quatro
Geociencias,UFPR,Acad,1992.0,1992.0,15,29,12,2.416666667,66,60,0,4,7,26,3,16,4,1,5,37,0,18,1,0,1,Quatro
Geociencias,UFRGS,Acad,,1990.0,12,32,0,,64,60,6,2,11,25,1,8,7,0,4,106,1,14,0,0,0,Quatro
Geociencias,UFRN,Acad,1999.0,1996.0,17,23,10,2.3,43,43,3,4,5,10,5,16,0,0,0,18,1,6,0,0,0,Quatro
Geociencias,UFSM,Acad,,2008.0,11,0,0,,53,53,9,2,9,4,2,27,0,0,0,90,0,6,1,0,0,Quatro
Geociencias,UNB,Acad,2008.0,2008.0,11,0,0,,20,19,2,2,5,6,1,0,3,0,1,14,0,3,0,0,0,Quatro
Geociencias,UNESP/RC,Acad,1986.0,1986.0,20,28,39,0.717948718,131,121,1,4,10,73,3,13,17,2,8,95,4,15,0,0,0,Quatro
Geociencias,UNESP/RC,Acad,1986.0,1986.0,21,24,22,1.090909091,100,93,1,1,13,60,2,3,13,0,7,41,3,18,0,0,0,Quatro
Geociencias,UnG,Acad,,2005.0,8,40,0,,47,44,1,5,1,19,1,1,16,1,2,5,2,13,0,0,0,Quatro
Geociencias,USP,Acad,1970.0,1970.0,14,13,6,2.166666667,79,68,8,7,18,18,6,7,4,4,7,9,0,10,0,0,0,Quatro
Geociencias,USP,Acad,1970.0,1970.0,14,23,9,2.555555556,37,33,0,2,9,19,0,3,0,1,3,48,3,15,0,1,1,Quatro
Geociencias,UFBA,Acad,,2009.0,9,0,0,,9,4,1,1,0,0,0,2,0,0,5,9,0,7,0,0,1,Tres
Geociencias,UFF,Acad,2000.0,1991.0,9,21,8,2.625,61,57,3,5,7,30,5,6,1,3,1,73,2,12,0,0,0,Tres
Geociencias,UFMT,Acad,,2005.0,12,9,0,,53,48,10,10,13,11,1,0,3,1,4,27,0,0,0,0,0,Tres
Geociencias,UFPA,Acad,1992.0,1992.0,13,21,4,5.25,13,13,4,0,9,0,0,0,0,0,0,43,0,1,0,0,0,Tres
Geociencias,UFPE,Acad,,2001.0,10,25,0,,20,14,0,0,0,11,1,1,1,1,5,100,2,10,0,0,0,Tres
Geociencias,UFPEL,Acad,,1995.0,10,19,0,,40,39,5,1,3,10,3,14,3,0,1,99,1,1,0,0,0,Tres
Geociencias,UFRJ,Acad,,2009.0,13,0,0,,13,9,0,2,2,2,0,3,0,1,3,1,0,0,1,0,0,Tres
Geociencias,UNISINOS,Acad,1998.0,1992.0,14,18,4,4.5,31,26,0,4,4,9,2,7,0,0,5,27,0,26,0,0,0,Tres
Geografia,UNESP/PP,Acad,1995.0,1988.0,24,65,44,1.477272727,272,224,8,19,10,111,20,32,24,22,26,773,8,156,20,0,12,Sete
Geografia,USP,Acad,1971.0,1971.0,35,122,78,1.564102564,225,163,11,43,27,23,19,23,17,27,35,545,48,146,6,3,13,Sete
Geografia,UFPE,Acad,2004.0,1976.0,17,40,7,5.714285714,184,164,2,1,7,7,122,5,20,8,12,276,15,90,2,1,1,Cinco
Geografia,UFPR,Acad,2006.0,1999.0,21,69,4,17.25,153,108,0,7,9,24,5,17,46,32,13,481,8,75,7,0,12,Cinco
Geografia,UFRGS,Acad,2004.0,1998.0,22,54,13,4.153846154,75,51,5,3,6,13,6,5,13,17,7,332,2,68,9,0,2,Cinco
Geografia,UFU,Acad,2003.0,1998.0,17,56,29,1.931034483,191,139,3,5,8,34,38,13,38,25,27,630,37,89,1,1,4,Cinco
Geografia,UNESP/RC,Acad,1983.0,1977.0,28,64,35,1.828571429,162,120,3,19,13,12,11,39,23,15,27,634,12,149,5,0,14,Cinco
Geografia,UNICAMP,Acad,1994.0,1983.0,16,49,19,2.578947368,106,92,5,18,19,8,7,18,17,4,10,213,8,34,1,0,1,Cinco
Geografia,USP,Acad,1971.0,1971.0,22,36,42,0.857142857,115,89,1,27,15,19,4,10,13,9,17,540,20,75,1,3,5,Cinco
Geografia,UEM,Acad,2008.0,1998.0,19,45,0,,58,48,0,2,13,13,4,9,7,3,7,322,3,26,0,3,4,Quatro
Geografia,UEPG,Acad,,2006.0,12,28,0,,66,56,0,4,7,12,7,21,5,4,6,208,1,26,2,2,22,Quatro
Geografia,UERJ,Acad,,2002.0,16,62,0,,70,46,4,3,2,5,9,16,7,7,17,168,13,81,13,0,4,Quatro
Geografia,UFBA,Acad,,1994.0,13,56,0,,67,52,1,7,3,6,5,20,10,3,12,156,3,58,9,0,0,Quatro
Geografia,UFC,Acad,2009.0,2004.0,11,35,0,,65,57,6,7,19,9,6,5,5,2,6,150,10,55,3,0,0,Quatro
Geografia,UFPB/J.P.,Acad,,2003.0,13,41,0,,39,36,1,3,6,5,3,3,15,0,3,180,1,27,1,0,8,Quatro
Geografia,UFRN,Acad,,2000.0,18,40,0,,32,24,1,1,6,4,3,6,3,0,8,140,2,71,2,0,2,Quatro
Geografia,UFSC,Acad,1999.0,1985.0,23,68,28,2.428571429,92,68,2,5,19,10,12,7,13,9,15,236,13,80,4,3,5,Quatro
Geografia,UFSM,Acad,,2003.0,20,50,0,,161,127,0,4,6,8,11,12,86,18,16,229,2,7,1,1,0,Quatro
Geografia,UNB,Acad,,1996.0,11,57,0,,63,49,1,6,9,15,4,9,5,4,10,178,11,33,1,3,1,Quatro
Geografia,UFAM,Acad,,2007.0,14,14,0,,12,9,0,0,1,5,0,1,2,3,0,59,0,28,6,0,0,Tres
Geografia,UFES,Acad,,2008.0,12,0,0,,13,10,0,0,2,0,8,0,0,0,3,66,0,6,1,1,0,Tres
Geografia,UFG,Acad,,2008.0,13,0,0,,34,25,1,0,3,4,5,0,12,6,3,203,1,25,1,2,1,Tres
Geografia,UFG,Acad,,2009.0,10,0,0,,16,12,0,0,1,3,8,0,0,1,3,26,0,4,0,0,0,Tres
Geografia,UFGD,Acad,,2007.0,8,14,0,,39,23,1,2,0,4,4,5,7,10,6,225,1,20,4,1,1,Tres
Geografia,UFMS,Acad,,2009.0,8,0,0,,9,5,0,0,0,0,0,4,1,3,1,57,0,5,0,0,1,Tres
Geografia,UFMT,Acad,,2003.0,14,58,0,,37,32,1,1,4,3,3,4,16,1,4,88,3,49,1,1,6,Tres
Geografia,UFPA,Acad,,2004.0,14,33,0,,49,46,1,1,5,3,4,8,24,1,2,89,4,68,4,0,4,Tres
Geografia,UNICENTRO,Acad,,2009.0,10,0,0,,17,13,0,4,0,3,0,6,0,1,3,26,2,7,0,0,5,Tres
Geografia,UNIOESTE,Acad,,2007.0,13,10,0,,43,34,0,3,1,8,7,9,6,4,5,206,3,23,0,0,1,Tres
Geografia,UNIR,Acad,,2006.0,17,42,0,,41,21,0,3,1,7,3,1,6,15,5,104,4,25,43,0,2,Tres
Letras_Linguistica,UNICAMP,Acad,1979.0,1971.0,33,71,85,0.835294118,210,193,26,21,12,53,15,21,45,7,10,115,47,198,14,5,34,Sete
Letras_Linguistica,USP,Acad,1971.0,1971.0,34,53,45,1.177777778,128,125,16,7,24,32,15,8,23,0,3,95,21,130,2,26,9,Sete
Letras_Linguistica,USP,Acad,1971.0,1971.0,19,43,30,1.433333333,126,117,37,17,17,7,13,18,8,2,7,58,30,68,4,69,8,Sete
Letras_Linguistica,UFRJ,Acad,1971.0,1970.0,22,56,47,1.191489362,136,122,13,7,10,1,9,8,74,3,11,14,39,54,9,19,13,Seis
Letras_Linguistica,UFSC,Acad,1988.0,1971.0,22,40,30,1.333333333,211,201,9,17,19,32,56,6,62,1,9,109,43,89,0,7,14,Seis
Letras_Linguistica,UNESP/ARAR,Acad,1977.0,1977.0,15,32,58,0.551724138,150,135,14,8,6,34,17,25,31,0,15,153,36,141,11,5,9,Seis
Letras_Linguistica,UNICAMP,Acad,1993.0,1987.0,16,51,38,1.342105263,97,89,10,12,15,16,10,11,15,4,4,121,19,82,16,1,13,Seis
Letras_Linguistica,UNICAMP,Acad,1987.0,1977.0,18,52,40,1.3,216,183,20,19,22,21,27,49,25,13,20,55,25,128,25,1,72,Seis
Letras_Linguistica,USP,Acad,1971.0,1971.0,17,57,25,2.28,87,79,6,8,22,8,9,8,18,2,6,72,11,77,6,5,8,Seis
Letras_Linguistica,USP,Acad,1971.0,1971.0,20,34,25,1.36,108,94,18,10,16,5,11,21,13,1,13,60,13,38,1,33,9,Seis
Letras_Linguistica,PUC/SP,Acad,1994.0,1974.0,14,136,17,8.0,30,25,1,1,2,3,2,4,12,2,3,43,13,101,2,1,4,Cinco
Letras_Linguistica,PUC/SP,Acad,1979.0,1970.0,19,160,48,3.333333333,87,74,8,9,2,35,8,4,8,1,12,124,20,127,1,4,8,Cinco
Letras_Linguistica,UCPEL,Acad,2006.0,1994.0,12,38,3,12.66666667,66,62,9,12,8,18,4,3,8,0,4,117,8,89,2,0,4,Cinco
Letras_Linguistica,UERJ,Acad,1993.0,1988.0,50,143,48,2.979166667,186,158,20,13,21,10,23,20,51,2,26,159,40,314,49,20,6,Cinco
Letras_Linguistica,UFBA,Acad,1996.0,1976.0,57,0,53,1.962264151,65,57,2,8,13,5,20,4,5,1,7,127,4,198,3,5,0,Cinco
Letras_Linguistica,UFF,Acad,1994.0,1971.0,46,0,96,1.208333333,201,172,26,11,30,15,34,19,37,7,22,149,27,202,14,27,44,Cinco
Letras_Linguistica,UFPE,Acad,1990.0,1976.0,26,79,44,1.795454545,130,112,6,5,25,9,19,19,29,5,13,252,32,196,15,16,2,Cinco
Letras_Linguistica,UFPR,Acad,2000.0,1975.0,30,72,25,2.88,153,132,7,12,30,15,16,14,38,6,15,164,5,65,8,10,12,Cinco
Letras_Linguistica,UFRGS,Acad,1991.0,1973.0,45,141,77,1.831168831,232,203,25,21,24,11,50,23,49,5,24,313,11,309,10,20,59,Cinco
Letras_Linguistica,UFRJ,Acad,1970.0,1970.0,33,91,41,2.219512195,119,107,10,21,14,16,12,14,20,0,12,132,17,145,12,8,46,Cinco
Letras_Linguistica,UFRJ,Acad,1975.0,1968.0,17,57,27,2.111111111,45,41,3,4,7,8,4,6,9,1,3,12,3,37,4,0,1,Cinco
Letras_Linguistica,UFSC,Acad,1987.0,1972.0,16,40,29,1.379310345,59,55,9,10,12,7,6,7,4,0,4,68,7,46,3,3,3,Cinco
Letras_Linguistica,UFSC,Acad,1997.0,1971.0,30,73,58,1.25862069,193,177,17,15,19,6,60,36,24,2,14,71,13,164,6,41,23,Cinco
Letras_Linguistica,UFSM,Acad,2003.0,1988.0,20,35,20,1.75,217,207,15,34,14,17,41,59,27,1,9,240,14,79,5,5,3,Cinco
Letras_Linguistica,UNB,Acad,1998.0,1975.0,25,63,22,2.863636364,136,125,16,24,10,14,17,23,21,6,5,60,25,94,6,15,9,Cinco
Letras_Linguistica,UNESP/ARAR,Acad,1993.0,1980.0,24,72,51,1.411764706,109,100,17,9,18,12,10,13,21,2,7,171,4,81,4,13,15,Cinco
Letras_Linguistica,UNESP/SJRP,Acad,2005.0,1999.0,19,52,13,4.0,113,110,13,15,13,27,9,11,22,1,2,82,12,109,1,1,8,Cinco
Letras_Linguistica,UNESP/SJRP,Acad,1986.0,1979.0,17,29,19,1.526315789,80,73,6,9,10,11,12,7,18,1,6,69,14,42,1,0,5,Cinco
Letras_Linguistica,UPM,Acad,2006.0,1994.0,17,82,10,8.2,122,96,6,6,10,14,36,7,17,3,23,86,32,131,26,22,23,Cinco
Letras_Linguistica,USP,Acad,1971.0,1971.0,30,97,42,2.30952381,167,151,11,16,5,64,13,15,27,1,15,64,15,200,11,2,2,Cinco
Letras_Linguistica,USP,Acad,1971.0,1971.0,19,29,16,1.8125,52,42,8,5,0,5,7,16,1,0,10,62,26,26,2,4,10,Cinco
Letras_Linguistica,USP,Acad,1994.0,1994.0,26,32,32,1.0,127,124,12,3,6,10,46,36,11,2,1,67,17,135,7,10,9,Cinco
Letras_Linguistica,USP,Acad,1971.0,1971.0,14,21,14,1.5,36,33,4,9,1,9,3,4,3,2,1,26,11,18,0,0,10,Cinco
Letras_Linguistica,USP,Acad,1971.0,1971.0,14,21,8,2.625,50,45,12,3,10,2,3,6,9,2,3,47,0,38,2,2,8,Cinco
Letras_Linguistica,USP,Acad,1984.0,1977.0,18,32,18,1.777777778,53,42,3,8,4,13,3,6,5,4,7,143,16,43,6,3,8,Cinco
Letras_Linguistica,UECE,Acad,,1998.0,12,48,0,,25,22,2,3,4,2,2,2,7,0,3,133,5,38,2,0,1,Quatro
Letras_Linguistica,UEL,Acad,2003.0,2001.0,17,47,22,2.136363636,141,127,6,7,24,11,18,19,42,1,13,267,6,136,4,1,16,Quatro
Letras_Linguistica,UEL,Acad,2003.0,1993.0,12,28,14,2.0,121,109,4,10,7,12,29,20,27,2,10,109,9,53,3,2,1,Quatro
Letras_Linguistica,UEM,Acad,,1997.0,22,91,0,,236,119,3,4,10,23,18,22,39,110,7,316,2,125,11,0,0,Quatro
Letras_Linguistica,UEPB,Acad,,2006.0,13,29,0,,59,56,7,5,8,9,3,7,17,1,2,196,0,121,23,2,5,Quatro
Letras_Linguistica,UFAL,Acad,1995.0,1989.0,21,47,25,1.88,60,51,2,3,1,18,3,8,16,1,8,69,24,146,2,10,6,Quatro
Letras_Linguistica,UFC,Acad,,1989.0,13,58,0,,59,52,9,2,5,2,16,14,4,1,6,103,4,53,4,27,9,Quatro
Letras_Linguistica,UFC,Acad,2003.0,1993.0,18,74,35,2.114285714,32,29,3,7,4,8,4,1,2,0,3,145,12,174,9,1,15,Quatro
Letras_Linguistica,UFES,Acad,,1999.0,16,48,0,,173,169,3,1,1,63,54,8,39,0,4,28,8,348,1,2,9,Quatro
Letras_Linguistica,UFG,Acad,2002.0,1972.0,31,91,23,3.956521739,117,88,6,7,18,11,10,17,19,0,29,82,15,83,11,0,5,Quatro
Letras_Linguistica,UFJF,Acad,2007.0,2007.0,20,34,0,,63,59,4,3,14,4,15,5,14,0,4,57,1,43,8,15,3,Quatro
Letras_Linguistica,UFJF,Acad,2007.0,2007.0,9,40,0,,33,33,3,7,2,10,5,1,5,0,0,33,0,32,0,0,1,Quatro
Letras_Linguistica,UFPB/J.P.,Acad,2006.0,2006.0,26,87,34,2.558823529,70,64,5,1,2,27,10,6,13,1,5,173,19,128,7,2,5,Quatro
Letras_Linguistica,UFPB/J.P.,Acad,2006.0,2006.0,23,110,20,5.5,54,47,3,8,2,10,2,14,8,0,7,381,17,131,11,3,5,Quatro
Letras_Linguistica,UFRJ,Acad,2009.0,1970.0,13,50,0,,70,60,6,1,6,5,2,13,27,5,5,27,2,51,10,1,2,Quatro
Letras_Linguistica,UFRJ,Acad,1970.0,1970.0,9,9,7,1.285714286,29,23,1,8,0,2,0,2,10,6,0,44,4,5,3,0,1,Quatro
Letras_Linguistica,UFRJ,Acad,1970.0,1970.0,20,44,26,1.692307692,66,57,8,4,8,9,10,4,14,2,7,40,3,47,4,1,14,Quatro
